index,Date_Heure,Pression au niveau mer,Variation de pression en 3 heures,Type de tendance barometrique,Direction du vent moyen 10 mn,Vitesse du vent moyen 10 mn,Temperature,Point de rosee,Humidite,Visibilite horizontale,Temps present,Pression station,Rafales sur une periode,Periode de mesure de la rafale,Precipitations dans la derniere heure,Precipitations dans les 3 dernieres heures,Temperature (C),consommation,datehour,datemonth
96805,3/29/2020 11:00,101380,-10,8,300,4.5,291.45,278.65,43,19670,0,101290,8.3,-10,0,0,18.3,23083,11,3
96815,3/29/2020 14:00,101260,-120,8,350,4.8,293.65,280.25,42,47130,0,101170,11.2,-10,0,0,20.5,21901,14,3
67409,3/29/2020 17:00,101170,-90,6,10,6.5,291.75,278.55,42,19650,0,101080,10,-10,0,0,18.6,20651,17,3
6485,3/29/2020 20:00,101400,220,3,10,8.7,286.25,276.65,52,19000,0,101300,13.9,-10,,0,13.1,24359,20,3
89881,3/29/2020 23:00,101580,180,1,20,8.2,281.25,274.35,62,54110,0,101480,13.5,-10,0,0,8.1,25958,23,3
6499,3/30/2020 2:00,101560,-20,8,10,4.1,278.65,273.45,69,60000,0,101460,7,-10,0,0,5.5,23710,2,3
67442,3/30/2020 5:00,101530,-30,5,290,0.9,279.45,273.15,64,60000,0,101430,6.3,-10,0,0,6.3,22874,5,3
89296,3/30/2020 8:00,101520,-10,5,360,2.6,278.75,274.25,73,60000,0,101420,5.1,-10,0,0,5.6,26554,8,3
97021,3/30/2020 11:00,101580,60,1,360,4.3,282.95,274.85,57,59660,0,101480,8.3,-10,0,0,9.8,30209,11,3
97030,3/30/2020 14:00,101490,-90,8,20,4.5,286.95,276.15,48,19970,0,101390,9,-10,0,0,13.8,28765,14,3
97038,3/30/2020 17:00,101360,-130,8,350,2.7,288.65,277.05,46,60000,0,101260,6,-10,0,0,15.5,26376,17,3
137212,3/30/2020 20:00,101450,90,3,50,4.2,284.75,277.25,60,60000,0,101350,8.4,-10,0,0,11.6,28734,20,3
137220,3/30/2020 23:00,101620,170,1,10,3.5,280.85,274.85,66,60000,0,101520,7.2,-10,0,0,7.7,29041,23,3
66245,3/31/2020 2:00,101590,-30,8,10,3.6,280.65,274.25,64,60000,0,101490,7.7,-10,,0,7.5,26049,2,3
66255,3/31/2020 5:00,101540,-50,8,10,4.1,280.55,274.15,64,60000,0,101440,7.2,-10,0,0,7.4,24956,5,3
95321,3/31/2020 8:00,101610,70,3,20,4.4,279.65,274.15,68,58230,0,101510,7.2,-10,0,0,6.5,27880,8,3
95331,3/31/2020 11:00,101730,120,2,30,6.3,283.85,275.45,56,60000,0,101630,12.6,-10,0,0,10.7,28899,11,3
89339,3/31/2020 14:00,101690,-40,6,70,6.9,289.15,280.35,56,19080,0,101590,10,-10,0,0,16,26159,14,3
95345,3/31/2020 17:00,101640,-50,8,130,6.1,288.55,281.95,65,19810,0,101540,8.8,-10,0,0,15.4,23643,17,3
89346,3/31/2020 20:00,101740,100,1,130,5.9,285.95,283.45,85,18720,0,101640,10.3,-10,0,0,12.8,26253,20,3
137263,3/31/2020 23:00,101860,120,2,140,4.7,285.85,282.45,80,58320,0,101760,6.4,-10,0,0,12.7,26734,23,3
111540,4/1/2020 1:00,103050,10,0,280,5.1,282.55,278.35,75,60000,0,102950,6.2,-10,,0,9.4,32420,1,4
153522,4/1/2020 4:00,102990,-60,6,280,5.7,283.15,277.55,68,60000,0,102890,8.8,-10,0,0,10,28773,4,4
153531,4/1/2020 7:00,103000,10,3,300,4.8,283.55,278.35,70,60000,0,102900,10.5,-10,0,0,10.4,27114,7,4
153541,4/1/2020 10:00,103100,100,1,280,5.4,286.75,279.15,60,60000,0,103000,7.7,-10,0,0,13.6,29746,10,4
123658,4/1/2020 13:00,103000,-100,8,330,7.4,289.95,277.95,45,19980,0,102900,11.2,-10,0,0,16.8,31154,13,4
111570,4/1/2020 16:00,102870,-130,6,340,5.6,289.15,277.25,45,60000,0,102770,9.8,-10,0,0,16,30085,16,4
16132,4/1/2020 19:00,102970,100,3,330,6.2,284.05,276.15,58,60000,0,102870,8.2,-10,,0,10.9,30769,19,4
16137,4/1/2020 22:00,102980,10,3,320,2.4,280.65,273.65,61,60000,0,102880,6.8,-10,0,0,7.5,32315,22,4
155183,4/2/2020 1:00,102130,-130,6,340,1.5,283.05,279.35,78,55000,0,102030,2.6,-10,,0,9.9,26373,1,4
96984,4/2/2020 4:00,101990,-140,8,270,7,289.95,279.75,51,60000,0,101890,10.6,-10,0,0,16.8,23340,4,4
133775,4/2/2020 7:00,101980,-10,5,290,10.8,289.15,281.85,62,60000,0,101880,18,-10,,0,16,23524,7,4
5108,4/2/2020 10:00,102170,190,3,290,8.9,288.75,276.55,44,60000,0,102070,14.3,-10,0,0,15.6,29213,10,4
5114,4/2/2020 13:00,102230,60,0,300,11.5,288.35,271.75,32,43950,0,102130,17.2,-10,0,0,15.2,29702,13,4
5118,4/2/2020 16:00,102310,80,1,310,13,286.85,271.65,35,31150,0,102210,21.8,-10,0,0,13.7,28659,16,4
133808,4/2/2020 19:00,102600,290,1,310,8.1,284.15,272.95,46,60000,0,102500,18,-10,0,0,11,29723,19,4
5129,4/2/2020 22:00,102860,260,1,330,6.7,282.85,271.15,44,60000,0,102760,13.6,-10,0,0,9.7,31620,22,4
22820,4/3/2020 1:00,101400,330,2,300,6.2,281.55,275.95,68,60000,0,101300,12.3,-10,,0,8.4,32833,1,4
107594,4/3/2020 4:00,101510,110,1,300,4.1,281.25,276.15,70,60000,0,101410,8.6,-10,0,0,8.1,29653,4,4
107599,4/3/2020 7:00,101600,90,1,320,3,276.95,273.45,78,58930,0,101500,3.7,-10,0,0,3.8,30109,7,4
22840,4/3/2020 10:00,101640,40,1,340,2.6,283.55,276.35,61,60000,0,101540,4.6,-10,0,0,10.4,34960,10,4
107607,4/3/2020 13:00,101600,-40,8,180,2.6,284.95,276.95,58,60000,0,101500,4.1,-10,0,0,11.8,35354,13,4
149450,4/3/2020 16:00,101440,-160,6,200,3.9,285.15,280.25,72,60000,0,101340,7.3,-10,0,0,12,34052,16,4
112176,4/3/2020 19:00,101470,30,3,230,4.5,284.45,281.85,84,60000,0,101370,6.3,-10,0,0,11.3,32918,19,4
149464,4/3/2020 22:00,101460,-10,8,250,2.3,284.55,283.25,92,58220,0,101360,4.3,-10,0,0,11.4,33341,22,4
89459,4/4/2020 2:00,101790,40,3,360,3.3,281.35,274.45,62,60000,0,101690,6.9,-10,0,0,8.2,23121,2,4
95518,4/4/2020 5:00,101820,30,2,300,3.8,281.45,274.35,61,60000,0,101720,4.7,-10,0,0,8.3,21971,5,4
66438,4/4/2020 8:00,101920,100,3,10,1.7,278.55,274.65,76,59920,0,101820,2.2,-10,0,0,5.4,23306,8,4
95528,4/4/2020 11:00,102040,120,1,50,4,288.25,277.05,47,19390,0,101940,7.6,-10,0,0,15.1,23706,11,4
89483,4/4/2020 14:00,102020,-20,8,150,3.6,290.05,278.65,47,60000,0,101920,5.1,-10,,0,16.9,21471,14,4
137427,4/4/2020 17:00,102000,-20,8,170,3.3,289.05,281.25,60,19940,0,101900,5.6,-10,0,0,15.9,19705,17,4
95551,4/4/2020 20:00,102050,50,3,210,1.1,287.05,279.85,62,60000,0,101950,2.4,-10,0,0,13.9,22760,20,4
95558,4/4/2020 23:00,102150,100,1,350,1.5,282.15,278.35,77,30000,0,102050,2.6,-10,0,0,9,24406,23,4
56889,4/5/2020 2:00,101690,-20,7,310,2.4,289.15,285.85,81,60000,0,101590,3.5,-10,0,0,16,15923,2,4
92079,4/5/2020 5:00,101650,-40,6,0,0,287.35,285.55,89,60000,0,101550,1,-10,0,0,14.2,14768,5,4
56903,4/5/2020 8:00,101690,50,3,30,1.8,290.75,287.45,81,60000,0,101600,2.9,-10,0,0,17.6,17477,8,4
56915,4/5/2020 14:00,101730,10,0,140,6.5,292.95,289.55,81,19910,0,101640,8.8,-10,0,0,19.8,20365,14,4
17224,4/5/2020 17:00,101600,-130,8,160,3.5,292.65,289.15,80,16520,0,101510,6.1,-10,0,0,19.5,18326,17,4
125999,4/5/2020 20:00,101530,-70,7,130,3.5,291.25,289.25,88,19970,0,101440,5.5,-10,0,0,18.1,18703,20,4
129169,4/5/2020 23:00,101590,50,2,80,4.1,289.85,288.85,94,55000,0,101490,6.2,-10,0,0,16.7,19449,23,4
109398,4/6/2020 2:00,100260,-200,8,260,3.5,292.85,291.55,92,14510,0,100170,4.5,-10,-0.1,-0.1,19.7,17036,2,4
132006,4/6/2020 5:00,100060,-200,7,300,2.2,291.55,290.25,92,14960,0,99970,3.6,-10,0,-0.1,18.4,16311,5,4
109408,4/6/2020 8:00,100100,40,3,320,0.9,291.05,289.35,90,6210,60,100010,2.6,-10,0.6,0.8,17.9,20769,8,4
109414,4/6/2020 11:00,100120,20,3,280,4.1,291.45,289.75,90,19000,60,100030,5.7,-10,0.2,0.6,18.3,23744,11,4
132032,4/6/2020 14:00,100020,-100,8,280,5.6,294.85,284.25,51,60000,0,99930,7.8,-10,0,-0.1,21.7,23020,14,4
132039,4/6/2020 17:00,99920,-100,8,270,8.2,296.15,283.55,45,60000,0,99830,12.7,-10,0,0,23,21353,17,4
89297,4/6/2020 20:00,99940,20,0,270,7.4,294.35,283.85,51,60000,0,99850,12.7,-10,0,0,21.2,20430,20,4
89307,4/6/2020 23:00,100220,280,1,280,6.7,292.15,283.15,56,60000,0,100130,12.3,-10,0,0,19,20800,23,4
108815,4/7/2020 2:00,101920,40,1,290,6.1,294.15,282.45,47,60000,0,101830,10.3,-10,0,0,21,18112,2,4
108824,4/7/2020 5:00,101890,-30,8,310,5.6,293.45,281.45,46,60000,0,101800,9.8,-10,0,0,20.3,16414,5,4
130478,4/7/2020 11:00,101990,0,0,340,6.2,299.25,282.15,34,19000,0,101900,11.8,-10,0,0,26.1,22667,11,4
108839,4/7/2020 17:00,101780,-140,8,170,4.8,302.15,284.65,34,34300,0,101690,7.6,-10,0,0,29,21598,17,4
87643,4/7/2020 20:00,101710,-70,5,210,2.5,303.75,286.05,34,60000,0,101620,4.3,-10,0,0,30.6,21351,20,4
130499,4/7/2020 23:00,101940,230,3,320,5.3,299.85,283.95,37,60000,0,101850,6.9,-10,0,0,26.7,21919,23,4
127128,4/8/2020 5:00,101370,-10,8,270,2.5,292.75,283.75,56,60000,0,101280,4.8,-10,0,0,19.6,18103,5,4
64196,4/8/2020 8:00,101420,50,3,310,5.1,294.35,281.95,45,60000,0,101330,9.3,-10,,0,21.2,22120,8,4
52722,4/8/2020 11:00,101370,-50,8,330,7.9,298.75,278.35,27,51370,0,101280,13.4,-10,0,0,25.6,25714,11,4
22192,4/8/2020 14:00,101220,-150,6,340,9.9,302.35,277.05,20,60000,0,101130,14.2,-10,0,0,29.2,25523,14,4
127149,4/8/2020 17:00,101130,-90,6,350,8.6,302.95,277.55,20,39530,0,101040,15.7,-10,0,0,29.8,24423,17,4
64222,4/8/2020 20:00,101210,80,3,20,8.7,300.75,280.05,27,50000,0,101120,13.9,-10,,0,27.6,23920,20,4
22211,4/8/2020 23:00,101350,140,1,320,4.6,297.65,278.95,30,60000,0,101260,9.8,-10,0,0,24.5,23103,23,4
23860,4/9/2020 2:00,102410,40,1,210,0.5,289.95,284.65,71,19700,0,102310,2.6,-10,0,0,16.8,18012,2,4
88963,4/9/2020 5:00,102400,-10,5,40,3.7,288.35,285.25,82,51060,0,102300,5,-10,0,0,15.2,17875,5,4
79371,4/9/2020 8:00,102500,100,3,10,2.5,289.45,284.55,73,16950,0,102400,3.8,-10,0,0,16.3,22516,8,4
88976,4/9/2020 11:00,102620,130,2,90,2.9,295.95,287.25,58,60000,0,102530,4.6,-10,0,0,22.8,25276,11,4
88979,4/9/2020 14:00,102570,-50,8,150,3.3,296.65,290.85,70,19790,0,102480,5.1,-10,0,0,23.5,24954,14,4
116409,4/9/2020 17:00,102450,-120,8,170,4,296.55,290.95,71,47350,0,102360,6.3,-10,0,0,23.4,23603,17,4
88998,4/9/2020 20:00,102370,-80,6,160,3.1,294.15,291.55,85,48930,0,102280,4.9,-10,0,0,21,22825,20,4
89002,4/9/2020 23:00,102410,30,1,120,1.7,291.45,290.25,93,9000,0,102310,3,-10,0,0,18.3,21629,23,4
117932,4/10/2020 2:00,100520,90,0,250,6.8,286.95,281.55,70,60000,0,100420,10.4,-10,0,0,13.8,20282,2,4
86074,4/10/2020 5:00,100480,-40,8,240,2.5,286.05,282.15,77,60000,0,100380,5.1,-10,0,0,12.9,18623,5,4
117945,4/10/2020 8:00,100480,0,0,220,1,285.65,282.15,79,60000,0,100380,2.6,-10,,0,12.5,20733,8,4
73747,4/10/2020 11:00,100490,20,3,130,3,289.05,283.35,69,56230,0,100400,5.3,-10,0,0,15.9,24872,11,4
86089,4/10/2020 14:00,100350,-140,8,140,4.2,291.55,283.65,60,19860,0,100260,7.7,-10,0,0,18.4,22848,14,4
12788,4/10/2020 17:00,100320,-30,8,310,6,291.45,281.45,52,39000,0,100230,9,-10,-0.1,0.2,18.3,21575,17,4
10361,4/10/2020 20:00,100510,190,3,280,2,288.75,281.45,62,60000,0,100420,7,-10,0,0,15.6,24515,20,4
58398,4/10/2020 23:00,100850,330,2,270,4.1,286.85,279.95,63,60000,0,100750,9.8,-10,0,0,13.7,23489,23,4
58286,4/11/2020 1:00,102480,-140,6,320,2.9,286.95,279.35,60,60000,0,102380,5.3,-10,0,0,13.8,24827,1,4
110809,4/11/2020 4:00,102430,-50,8,320,2.4,285.55,279.35,66,60000,0,102330,3.8,-10,0,0,12.4,21696,4,4
58298,4/11/2020 7:00,102390,-40,8,350,1.5,282.75,278.95,77,60000,0,102290,3.2,-10,0,0,9.6,22101,7,4
96614,4/11/2020 10:00,102450,60,1,350,5.8,288.15,276.35,45,60000,0,102350,9.5,-10,0,0,15,27362,10,4
110829,4/11/2020 13:00,102360,-90,8,10,6.8,290.25,277.55,43,60000,0,102260,10.9,-10,0,0,17.1,27903,13,4
128925,4/11/2020 16:00,102340,-20,5,30,6.9,291.05,278.65,44,50590,0,102240,11.8,-10,0,0,17.9,26528,16,4
110836,4/11/2020 19:00,102530,190,3,10,4.9,285.95,277.65,57,60000,0,102430,8.7,-10,0,0,12.8,27849,19,4
110840,4/11/2020 22:00,102710,180,1,20,5.2,284.75,277.25,60,60000,0,102610,8.9,-10,0,0,11.6,27766,22,4
98903,4/12/2020 1:00,99420,-500,8,150,11.2,285.85,281.15,73,19910,0,99330,15.7,-10,0,0,12.7,31583,1,4
73795,4/12/2020 4:00,99110,-310,6,220,1.9,284.25,278.75,69,45010,0,99020,7.1,-10,0,0,11.1,28919,4,4
146856,4/12/2020 7:00,99000,-120,6,340,2.4,280.85,278.65,86,52930,0,98900,6.8,-10,-0.1,-0.1,7.7,28868,7,4
73799,4/12/2020 10:00,99100,100,3,270,6.1,283.75,276.75,62,60000,0,99000,9.7,-10,0,0,10.6,34832,10,4
119945,4/12/2020 13:00,99140,40,0,250,4.2,281.85,277.25,73,59650,0,99040,9.5,-10,-0.1,-0.1,8.7,36403,13,4
98924,4/12/2020 16:00,99100,-40,6,220,0.6,281.15,278.95,86,24770,61,99000,2.7,-10,0.2,0.6,8,35256,16,4
119959,4/12/2020 19:00,99250,150,3,260,3.1,279.55,277.75,88,55110,0,99150,6.2,-10,0,0.2,6.4,35646,19,4
119966,4/12/2020 22:00,99400,150,3,280,3,278.15,276.15,87,50300,0,99300,5.5,-10,0,0,5,35040,22,4
132089,4/13/2020 2:00,101600,-100,6,40,2.6,282.85,280.95,88,19000,0,101500,4.1,-10,,0,9.7,18650,2,4
17741,4/13/2020 5:00,101460,-140,6,20,3.4,283.25,281.15,87,19890,0,101360,4.6,-10,0,0,10.1,16720,5,4
92864,4/13/2020 8:00,101440,-20,6,20,3.6,283.75,278.95,72,52210,0,101340,5.7,-10,0,0,10.6,17876,8,4
17749,4/13/2020 11:00,101410,-30,7,10,4.1,286.65,279.55,62,46980,0,101310,6.3,-10,0,0,13.5,21856,11,4
92873,4/13/2020 14:00,101460,50,3,170,4.2,287.25,282.85,75,12950,61,101360,8.9,-10,-0.1,-0.1,14.1,21387,14,4
132120,4/13/2020 17:00,101320,-140,8,330,3,287.25,285.25,88,9500,61,101220,4.4,-10,0.4,1.4,14.1,20288,17,4
17760,4/13/2020 20:00,101360,40,3,290,2.5,286.85,283.65,81,18640,0,101260,4.2,-10,0,-0.1,13.7,21937,20,4
92891,4/13/2020 23:00,101440,80,3,280,2.4,285.75,283.65,87,16840,0,101340,3.3,-10,0,0,12.6,22698,23,4
92896,4/14/2020 2:00,101400,-40,8,270,1.9,285.45,283.35,87,19880,0,101300,3,-10,0,0,12.3,19732,2,4
65779,4/14/2020 5:00,101320,-80,8,30,0.5,282.95,281.35,90,12250,0,101220,2.2,-10,0,0,9.8,18661,5,4
132151,4/14/2020 8:00,101350,30,3,50,1,283.65,282.05,90,18000,0,101250,2.6,-10,,0,10.5,21415,8,4
132168,4/14/2020 14:00,101240,-80,6,200,5.5,292.25,283.75,58,19570,0,101150,8.1,-10,0,0,19.1,21685,14,4
92922,4/14/2020 17:00,101130,-110,6,160,2.2,296.55,281.05,37,18590,0,101040,5.7,-10,0,0,23.4,19094,17,4
132177,4/14/2020 20:00,101230,100,3,50,5.5,293.15,271.95,24,53180,0,101140,9.8,-10,0,0,20,20914,20,4
137591,4/14/2020 23:00,101490,250,3,10,2.5,287.55,271.05,32,60000,0,101390,6.6,-10,0,0,14.4,21887,23,4
132194,4/15/2020 2:00,101640,150,3,20,2.3,282.65,272.45,49,60000,0,101540,3.6,-10,0,0,9.5,19071,2,4
65830,4/15/2020 5:00,101740,100,3,30,3.4,280.95,272.25,54,60000,0,101640,5.7,-10,0,0,7.8,18169,5,4
65846,4/15/2020 11:00,102140,150,3,80,1.9,290.75,284.55,67,17440,0,102040,6.3,-10,0,0,17.6,23129,11,4
65853,4/15/2020 14:00,102180,40,1,140,9.9,290.25,284.25,68,18610,0,102080,13.7,-10,0,0,17.1,22107,14,4
65857,4/15/2020 17:00,102120,-60,7,160,6.5,290.35,283.45,64,18320,0,102020,10.7,-10,0,0,17.2,20096,17,4
92977,4/15/2020 20:00,102140,20,1,150,5.7,287.85,283.85,77,18990,0,102040,9.1,-10,0,0,14.7,21722,20,4
132234,4/15/2020 23:00,102250,110,1,150,4.7,288.35,283.55,73,19980,0,102150,7.6,-10,0,0,15.2,22459,23,4
137637,4/16/2020 2:00,102250,0,4,140,6,288.35,283.55,73,57080,0,102150,8.2,-10,0,0,15.2,19302,2,4
138193,4/16/2020 5:00,102150,-100,6,40,2.1,283.95,281.75,86,19000,0,102050,3.1,-10,0,0,10.8,17917,5,4
132253,4/16/2020 8:00,102180,30,3,350,2.1,283.75,281.55,86,19000,0,102080,3.6,-10,,0,10.6,20534,8,4
93150,4/16/2020 11:00,102200,20,1,120,2.8,289.15,282.55,65,19700,0,102100,4.9,-10,0,0,16,23153,11,4
93157,4/16/2020 14:00,102100,-100,8,140,5.8,291.25,284.05,63,19460,0,102000,9,-10,0,0,18.1,21924,14,4
138214,4/16/2020 17:00,102000,-100,8,160,4.9,289.55,285.75,78,18760,0,101900,8.6,-10,0,0,16.4,19834,17,4
138215,4/16/2020 20:00,101910,-90,6,140,4.5,288.25,285.35,83,19330,0,101810,6.2,-10,0,0,15.1,21207,20,4
138222,4/16/2020 23:00,101940,30,0,110,4,286.85,285.55,92,15570,0,101840,5.6,-10,0,0,13.7,22283,23,4
57828,4/17/2020 2:00,102010,70,0,110,2.1,287.05,285.25,89,15000,0,101910,5.1,-10,,0,13.9,19215,2,4
138229,4/17/2020 5:00,101930,-80,6,60,5.3,286.25,284.85,91,19860,0,101830,7.7,-10,0,0,13.1,17750,5,4
57840,4/17/2020 8:00,101950,20,3,40,3.9,285.65,283.05,84,49610,0,101850,6.2,-10,0,0,12.5,20302,8,4
18006,4/17/2020 11:00,101980,30,3,110,3.6,288.95,284.55,75,19000,0,101880,6.7,-10,0,0,15.8,23043,11,4
93198,4/17/2020 14:00,101930,-50,8,140,5.7,290.55,286.65,78,18620,0,101830,8.2,-10,0,0,17.4,21895,14,4
93201,4/17/2020 17:00,101830,-100,8,150,6.7,288.75,286.95,89,18520,0,101730,9,-10,0,0,15.6,19968,17,4
18017,4/17/2020 20:00,101730,-100,6,130,4.4,288.45,287.15,92,15870,0,101630,6.3,-10,0,0,15.3,21304,20,4
57867,4/17/2020 23:00,101750,20,0,130,3,288.35,286.75,90,16420,0,101650,5.8,-10,0,0,15.2,21973,23,4
18026,4/18/2020 2:00,101870,120,3,150,3.5,288.35,286.85,91,16320,0,101770,5,-10,0,0,15.2,18675,2,4
93225,4/18/2020 5:00,101840,-30,5,40,3.2,287.45,286.65,95,13540,0,101740,5.3,-10,0,0,14.3,16354,5,4
18033,4/18/2020 8:00,101820,-20,5,40,2.6,287.35,286.05,92,17330,0,101720,4.7,-10,0,0,14.2,17539,8,4
132352,4/18/2020 11:00,101900,80,3,280,0.6,289.45,285.25,76,19760,0,101800,2.2,-10,0,0,16.3,20978,11,4
18042,4/18/2020 14:00,101860,-40,7,190,3.4,290.85,285.55,71,19620,0,101760,5.3,-10,0,0,17.7,19964,14,4
57904,4/18/2020 20:00,101610,-110,6,160,2.1,289.15,284.95,76,50000,0,101510,4.1,-10,,0,16,19829,20,4
93258,4/18/2020 23:00,101710,100,0,190,2.4,287.95,286.65,92,16630,0,101610,7.3,-10,0,0,14.8,21056,23,4
18060,4/19/2020 2:00,101410,-300,8,20,3,286.15,285.55,96,10730,0,101310,4,-10,0,0,13,17687,2,4
17339,4/19/2020 5:00,101480,70,1,20,0.9,286.65,286.05,96,11280,0,101380,2.1,-10,0,-0.1,13.5,15388,5,4
57408,4/19/2020 8:00,101390,-90,6,30,3.9,286.35,285.85,97,8090,61,101290,5.2,-10,0.6,0.6,13.2,16498,8,4
17347,4/19/2020 11:00,101380,-10,5,70,2.2,288.05,287.05,94,11600,0,101280,5.1,-10,0.2,1.4,14.9,21281,11,4
17358,4/19/2020 14:00,101300,-80,7,110,3.2,288.45,287.15,92,8370,0,101200,5.3,-10,0,0,15.3,20511,14,4
116877,4/19/2020 17:00,101130,-170,8,140,5.4,288.35,287.05,92,19520,0,101030,8.4,-10,0,0,15.2,18805,17,4
92299,4/19/2020 20:00,101070,-60,5,130,3.9,288.25,287.95,98,3280,51,100970,5.7,-10,0.6,1,15.1,20582,20,4
136863,4/19/2020 23:00,101050,-20,8,330,0.8,287.85,287.55,98,11700,0,100950,1.1,-10,-0.1,0.4,14.7,21291,23,4
92305,4/20/2020 2:00,100950,-100,8,10,1.5,287.45,287.25,99,7210,51,100850,2.6,-10,0.2,0.4,14.3,18277,2,4
17388,4/20/2020 5:00,100800,-150,6,20,2,287.55,287.35,99,3120,10,100700,3,-10,0,-0.1,14.4,17022,5,4
17396,4/20/2020 8:00,100750,-50,5,350,2.1,287.65,287.65,100,3000,60,100650,3.1,-10,,3,14.5,20075,8,4
92329,4/20/2020 11:00,100740,0,4,360,2.5,289.65,289.35,98,10500,61,100650,3.9,-10,0.8,2.6,16.5,23689,11,4
92336,4/20/2020 14:00,100690,-50,8,250,0.9,290.95,288.75,87,43920,58,100600,2.6,-10,0.2,0.2,17.8,22864,14,4
17411,4/20/2020 17:00,100620,-70,8,70,1.7,289.95,288.85,93,10340,61,100530,5.1,-10,1,2.2,16.8,20874,17,4
116939,4/20/2020 23:00,100740,70,0,280,1.1,288.55,288.05,97,6970,61,100650,1.9,-10,1.4,4.1,15.4,22065,23,4
116946,4/21/2020 2:00,100660,-80,8,290,2.8,288.25,287.95,98,8910,61,100570,3.6,-10,0.8,2.2,15.1,18830,2,4
116950,4/21/2020 5:00,100520,-140,6,280,2.6,287.85,287.55,98,13420,61,100430,4.3,-10,0.6,1.8,14.7,17554,5,4
92374,4/21/2020 8:00,100540,20,3,360,1,287.45,287.15,98,8000,0,100450,4.6,-10,,2,14.3,20735,8,4
57503,4/21/2020 11:00,100650,110,1,210,2.6,288.35,288.05,98,13510,61,100560,5.8,-10,0.8,3.4,15.2,24330,11,4
136936,4/21/2020 14:00,100700,50,2,220,3.6,288.25,287.95,98,3900,63,100610,8.7,-10,,7,15.1,23258,14,4
92394,4/21/2020 17:00,100720,20,1,240,2.5,288.95,287.45,91,19360,61,100630,3.8,-10,0.8,7.4,15.8,21710,17,4
116979,4/21/2020 20:00,100820,100,3,310,2.5,288.95,288.15,95,19080,50,100730,3.8,-10,-0.1,0.6,15.8,22423,20,4
92411,4/21/2020 23:00,101060,230,1,300,1.7,287.65,286.85,95,6840,61,100960,3.1,-10,1.2,2,14.5,22920,23,4
57535,4/22/2020 2:00,101160,100,2,270,3.1,287.05,286.75,98,10000,61,101060,4.1,-10,,5,13.9,19923,2,4
136960,4/22/2020 5:00,101150,-10,7,290,5.1,286.55,286.05,97,19270,61,101050,6.7,-10,0.4,2.4,13.4,18667,5,4
117004,4/22/2020 8:00,101290,140,3,260,3,286.15,285.35,95,15360,60,101190,5.2,-10,0.4,0.6,13,21757,8,4
17475,4/22/2020 11:00,101450,160,3,240,5.1,287.55,286.75,95,39430,61,101350,7.3,-10,0.4,1.6,14.4,24791,11,4
92445,4/22/2020 17:00,101460,-10,8,230,7.4,289.15,286.85,86,57550,0,101360,11.1,-10,-0.1,-0.1,16,21678,17,4
57576,4/22/2020 20:00,101540,80,3,240,8.2,288.05,285.95,87,55000,0,101440,10.8,-10,,0,14.9,22710,20,4
92457,4/22/2020 23:00,101680,140,1,220,4.7,287.75,286.75,94,19420,0,101580,8.1,-10,0,0,14.6,22858,23,4
92461,4/23/2020 2:00,101720,40,1,220,2.5,285.35,284.75,96,7930,0,101620,4.8,-10,0,0,12.2,19647,2,4
17492,4/23/2020 5:00,101770,50,3,10,3.6,286.25,286.25,100,990,45,101670,6.4,-10,0,0.2,13.1,18159,5,4
57608,4/23/2020 8:00,101880,110,3,20,3.4,286.55,286.55,100,5460,0,101780,5.4,-10,0,0,13.4,21098,8,4
137013,4/23/2020 11:00,101990,110,1,350,1.4,287.45,286.95,97,17910,0,101890,3.9,-10,0,0,14.3,23580,11,4
117055,4/23/2020 14:00,101860,-120,8,180,2.3,291.15,288.05,82,19100,0,101770,4.4,-10,0,0,18,22299,14,4
17506,4/23/2020 17:00,101720,-140,8,200,3.6,291.05,287.95,82,18370,0,101630,5.9,-10,0,0,17.9,19989,17,4
92497,4/23/2020 20:00,101720,-10,5,210,4.9,289.45,287.95,91,44630,0,101620,7.9,-10,0,0,16.3,21014,20,4
92504,4/23/2020 23:00,101790,70,1,220,2.8,287.85,287.25,96,14200,0,101690,4.8,-10,0,0,14.7,22254,23,4
57639,4/24/2020 2:00,101750,-40,8,350,1.6,285.45,285.15,98,12760,0,101650,2.1,-10,0,0,12.3,19495,2,4
57643,4/24/2020 5:00,101700,-50,6,10,2.5,286.45,286.45,100,980,44,101600,3.7,-10,0,0,13.3,17948,5,4
57651,4/24/2020 8:00,101710,10,3,60,0.9,287.65,287.65,100,5310,0,101610,4.1,-10,0,0,14.5,20548,8,4
137067,4/24/2020 11:00,101730,20,1,50,1.4,289.25,288.75,97,15920,0,101630,2.9,-10,0,0,16.1,22337,11,4
117103,4/24/2020 14:00,101580,-140,8,170,3.6,292.15,289.35,84,18000,0,101490,5.7,-10,,0.2,19,21003,14,4
137080,4/24/2020 17:00,101400,-180,8,210,4.8,291.55,287.45,77,22010,0,101310,7.5,-10,0,0,18.4,18823,17,4
117119,4/24/2020 20:00,101290,-110,6,220,4.6,290.15,287.25,83,35000,0,101200,7.2,-10,,0,17,20025,20,4
17545,4/24/2020 23:00,101360,60,0,210,2,287.75,285.95,89,39250,0,101260,3.8,-10,0,0,14.6,21074,23,4
